[0.002] I: Not running on a Raspberry Pi.
== Lennox Winslow PS40
[198.996] I: Pausing for undefinedms
[198.997] I: Pausing for undefinedms
[198.998] I: Pausing for undefinedms
[199] I: Pausing for undefinedms
[199.001] I: Pausing for undefinedms
[199.002] I: Pausing for undefinedms
[199.003] I: Pausing for undefinedms
[199.005] I: Pausing for undefinedms
[199.006] I: Pausing for undefinedms
[199.007] I: Pausing for undefinedms
[199.007] I: Pausing for undefinedms
[199.008] I: Pausing for undefinedms
[199.01] I: Pausing for undefinedms
[199.011] I: Pausing for undefinedms
[199.012] I: Pausing for undefinedms
[199.014] I: Pausing for undefinedms
[199.015] I: Pausing for undefinedms
[199.016] I: Pausing for undefinedms
[199.017] I: Pausing for undefinedms
[199.018] I: Pausing for undefinedms
[199.02] I: Pausing for undefinedms
[199.021] I: Pausing for undefinedms
[199.022] I: Pausing for undefinedms
[199.023] I: Pausing for undefinedms
[199.025] I: Pausing for undefinedms
[199.026] I: Pausing for undefinedms
[199.027] I: Pausing for undefinedms
[199.028] I: Pausing for undefinedms
[199.03] I: Pausing for undefinedms
[199.031] I: Pausing for undefinedms
[199.032] I: Pausing for undefinedms
[199.032] I: Pausing for undefinedms
[199.033] I: Pausing for undefinedms
[199.035] I: Pausing for undefinedms
[199.036] I: Pausing for undefinedms
[199.037] I: Pausing for undefinedms
[199.038] I: Pausing for undefinedms
[199.039] I: Pausing for undefinedms
[199.041] I: Pausing for undefinedms
[199.042] I: Pausing for undefinedms
[199.043] I: Pausing for undefinedms
[199.045] I: Pausing for undefinedms
[199.046] I: Pausing for undefinedms
[199.047] I: Pausing for undefinedms
[199.049] I: Pausing for undefinedms
[199.05] I: Pausing for undefinedms
[199.051] I: Pausing for undefinedms
[199.052] I: Pausing for undefinedms
[199.053] I: Pausing for undefinedms
[199.055] I: Pausing for undefinedms
[199.056] I: Pausing for undefinedms
[199.057] I: Pausing for undefinedms
[199.059] I: Pausing for undefinedms
[199.06] I: Pausing for undefinedms
[199.062] I: Pausing for undefinedms
[199.063] I: Pausing for undefinedms
[199.064] I: Pausing for undefinedms
[199.065] I: Pausing for undefinedms
[199.067] I: Pausing for undefinedms
[199.068] I: Pausing for undefinedms
[199.069] I: Pausing for undefinedms
[199.07] I: Pausing for undefinedms
[199.072] I: Pausing for undefinedms
[199.073] I: Pausing for undefinedms
[199.074] I: Pausing for undefinedms
[199.074] I: Pausing for undefinedms
[199.076] I: Pausing for undefinedms
[199.077] I: Pausing for undefinedms
[199.077] I: Pausing for undefinedms
[199.078] I: Pausing for undefinedms
[199.08] I: Pausing for undefinedms
[199.081] I: Pausing for undefinedms
[199.082] I: Pausing for undefinedms
[199.083] I: Pausing for undefinedms
[199.084] I: Pausing for undefinedms
[199.086] I: Pausing for undefinedms
[199.087] I: Pausing for undefinedms
[199.088] I: Pausing for undefinedms
[199.09] I: Pausing for undefinedms
[199.091] I: Pausing for undefinedms
[199.092] I: Pausing for undefinedms
[199.093] I: Pausing for undefinedms
[199.095] I: Pausing for undefinedms
[199.096] I: Pausing for undefinedms
[199.097] I: Pausing for undefinedms
[199.098] I: Pausing for undefinedms
[199.1] I: Pausing for undefinedms
[199.101] I: Pausing for undefinedms
[199.102] I: Pausing for undefinedms
[199.103] I: Pausing for undefinedms
[199.104] I: Pausing for undefinedms
[199.106] I: Pausing for undefinedms
[199.107] I: Pausing for undefinedms
[199.108] I: Pausing for undefinedms
[199.109] I: Pausing for undefinedms
[199.111] I: Pausing for undefinedms
[199.112] I: Pausing for undefinedms
[199.113] I: Pausing for undefinedms
[199.114] I: Pausing for undefinedms
[199.116] I: Pausing for undefinedms
[199.117] I: Pausing for undefinedms
[199.118] I: Pausing for undefinedms
[199.119] I: Pausing for undefinedms
[199.121] I: Pausing for undefinedms
[199.122] I: Pausing for undefinedms
[199.123] I: Pausing for undefinedms
[199.124] I: Pausing for undefinedms
[199.125] I: Pausing for undefinedms
[199.127] I: Pausing for undefinedms
[199.129] I: Pausing for undefinedms
[199.13] I: Pausing for undefinedms
[199.132] I: Pausing for undefinedms
[199.133] I: Pausing for undefinedms
[199.134] I: Pausing for undefinedms
[199.135] I: Pausing for undefinedms
[199.136] I: Pausing for undefinedms
[199.138] I: Pausing for undefinedms
[199.139] I: Pausing for undefinedms
[199.14] I: Pausing for undefinedms
[199.141] I: Pausing for undefinedms
[199.142] I: Pausing for undefinedms
[199.144] I: Pausing for undefinedms
[199.145] I: Pausing for undefinedms
[199.147] I: Pausing for undefinedms
[199.148] I: Pausing for undefinedms
[199.149] I: Pausing for undefinedms
[199.15] I: Pausing for undefinedms
[199.151] I: Pausing for undefinedms
[199.153] I: Pausing for undefinedms
[199.154] I: Pausing for undefinedms
[199.155] I: Pausing for undefinedms
[199.156] I: Pausing for undefinedms
[199.158] I: Pausing for undefinedms
[199.159] I: Pausing for undefinedms
[199.16] I: Pausing for undefinedms
[199.161] I: Pausing for undefinedms
[199.163] I: Pausing for undefinedms
[199.164] I: Pausing for undefinedms
[199.165] I: Pausing for undefinedms
[199.165] I: Pausing for undefinedms
[199.166] I: Pausing for undefinedms
[199.168] I: Pausing for undefinedms
[199.169] I: Pausing for undefinedms
[199.17] I: Pausing for undefinedms
[199.171] I: Pausing for undefinedms
[199.173] I: Pausing for undefinedms
[199.174] I: Pausing for undefinedms
[199.175] I: Pausing for undefinedms
[199.176] I: Pausing for undefinedms
[199.178] I: Pausing for undefinedms
[199.179] I: Pausing for undefinedms
[199.18] I: Pausing for undefinedms
[199.182] I: Pausing for undefinedms
[199.183] I: Pausing for undefinedms
[199.184] I: Pausing for undefinedms
[199.185] I: Pausing for undefinedms
[199.186] I: Pausing for undefinedms
[199.188] I: Pausing for undefinedms
[199.189] I: Pausing for undefinedms
[199.19] I: Pausing for undefinedms
[199.191] I: Pausing for undefinedms
[199.193] I: Pausing for undefinedms
[199.194] I: Pausing for undefinedms
[199.195] I: Pausing for undefinedms
[199.197] I: Pausing for undefinedms
[199.198] I: Pausing for undefinedms
[199.199] I: Pausing for undefinedms
[199.2] I: Pausing for undefinedms
[199.202] I: Pausing for undefinedms
[199.203] I: Pausing for undefinedms
[199.204] I: Pausing for undefinedms
[199.205] I: Pausing for undefinedms
[199.206] I: Pausing for undefinedms
[199.208] I: Pausing for undefinedms
[199.209] I: Pausing for undefinedms
[199.21] I: Pausing for undefinedms
[199.212] I: Pausing for undefinedms
[199.214] I: Pausing for undefinedms
[199.215] I: Pausing for undefinedms
[199.216] I: Pausing for undefinedms
[199.217] I: Pausing for undefinedms
[199.218] I: Pausing for undefinedms
[199.22] I: Pausing for undefinedms
[199.221] I: Pausing for undefinedms
[199.222] I: Pausing for undefinedms
[199.223] I: Pausing for undefinedms
[199.225] I: Pausing for undefinedms
[199.226] I: Pausing for undefinedms
[199.227] I: Pausing for undefinedms
[199.228] I: Pausing for undefinedms
[199.23] I: Pausing for undefinedms
[199.231] I: Pausing for undefinedms
[199.232] I: Pausing for undefinedms
[199.233] I: Pausing for undefinedms
[199.234] I: Pausing for undefinedms
[199.236] I: Pausing for undefinedms
[199.237] I: Pausing for undefinedms
[199.238] I: Pausing for undefinedms
[199.239] I: Pausing for undefinedms
[199.24] I: Pausing for undefinedms
[199.242] I: Pausing for undefinedms
[199.243] I: Pausing for undefinedms
[199.244] I: Pausing for undefinedms
[199.245] I: Pausing for undefinedms
[199.247] I: Pausing for undefinedms
[199.248] I: Pausing for undefinedms
[199.249] I: Pausing for undefinedms
[199.25] I: Pausing for undefinedms
[199.251] I: Pausing for undefinedms
[199.252] I: Pausing for undefinedms
[199.254] I: Pausing for undefinedms
[199.255] I: Pausing for undefinedms
[199.256] I: Pausing for undefinedms
[199.257] I: Pausing for undefinedms
[199.259] I: Pausing for undefinedms
[199.26] I: Pausing for undefinedms
[199.261] I: Pausing for undefinedms
[199.262] I: Pausing for undefinedms
[199.263] I: Pausing for undefinedms
[199.265] I: Pausing for undefinedms
[199.266] I: Pausing for undefinedms
[199.267] I: Pausing for undefinedms
[199.268] I: Pausing for undefinedms
[199.27] I: Pausing for undefinedms
[199.271] I: Pausing for undefinedms
[199.272] I: Pausing for undefinedms
[199.273] I: Pausing for undefinedms
[199.274] I: Pausing for undefinedms
[199.276] I: Pausing for undefinedms
[199.277] I: Pausing for undefinedms
[199.278] I: Pausing for undefinedms
[199.278] I: Pausing for undefinedms
[199.279] I: Pausing for undefinedms
[199.281] I: Pausing for undefinedms
[199.282] I: Pausing for undefinedms
[199.283] I: Pausing for undefinedms
[199.284] I: Pausing for undefinedms
[199.285] I: Pausing for undefinedms
[199.287] I: Pausing for undefinedms
[199.288] I: Pausing for undefinedms
[199.289] I: Pausing for undefinedms
[199.29] I: Pausing for undefinedms
[199.291] I: Pausing for undefinedms
[199.293] I: Pausing for undefinedms
[199.294] I: Pausing for undefinedms
[199.295] I: Pausing for undefinedms
[199.296] I: Pausing for undefinedms
[199.298] I: Pausing for undefinedms
[199.299] I: Pausing for undefinedms
[199.3] I: Pausing for undefinedms
[199.301] I: Pausing for undefinedms
[199.303] I: Pausing for undefinedms
[199.304] I: Pausing for undefinedms
[199.305] I: Pausing for undefinedms
[199.306] I: Pausing for undefinedms
[199.306] I: Pausing for undefinedms
[199.307] I: Pausing for undefinedms
[199.309] I: Pausing for undefinedms
[199.31] I: Pausing for undefinedms
[199.311] I: Pausing for undefinedms
[199.313] I: Pausing for undefinedms
[199.314] I: Pausing for undefinedms
[199.315] I: Pausing for undefinedms
[199.316] I: Pausing for undefinedms
[199.318] I: Pausing for undefinedms
[199.319] I: Pausing for undefinedms
[199.32] I: Pausing for undefinedms
[199.321] I: Pausing for undefinedms
[199.322] I: Pausing for undefinedms
[199.324] I: Pausing for undefinedms
[199.325] I: Pausing for undefinedms
[199.327] I: Pausing for undefinedms
[199.328] I: Pausing for undefinedms
[199.329] I: Pausing for undefinedms
[199.331] I: Pausing for undefinedms
[199.332] I: Pausing for undefinedms
[199.333] I: Pausing for undefinedms
[199.334] I: Pausing for undefinedms
[199.335] I: Pausing for undefinedms
[199.337] I: Pausing for undefinedms
[199.338] I: Pausing for undefinedms
[199.339] I: Pausing for undefinedms
[199.34] I: Pausing for undefinedms
[199.342] I: Pausing for undefinedms
[199.343] I: Pausing for undefinedms
[199.344] I: Pausing for undefinedms
[199.346] I: Pausing for undefinedms
[199.347] I: Pausing for undefinedms
[199.348] I: Pausing for undefinedms
[199.35] I: Pausing for undefinedms
[199.351] I: Pausing for undefinedms
[199.352] I: Pausing for undefinedms
[199.353] I: Pausing for undefinedms
[199.355] I: Pausing for undefinedms
[199.356] I: Pausing for undefinedms
[199.357] I: Pausing for undefinedms
[199.361] I: Pausing for undefinedms
[199.363] I: Pausing for undefinedms
[199.364] I: Pausing for undefinedms
[199.364] I: Pausing for undefinedms
[199.365] I: Pausing for undefinedms
[199.367] I: Pausing for undefinedms
[199.368] I: Pausing for undefinedms
[199.369] I: Pausing for undefinedms
[199.37] I: Pausing for undefinedms
[199.37] I: Pausing for undefinedms
[199.371] I: Pausing for undefinedms
[199.373] I: Pausing for undefinedms
[199.374] I: Pausing for undefinedms
[199.375] I: Pausing for undefinedms
[199.376] I: Pausing for undefinedms
[199.378] I: Pausing for undefinedms
[199.379] I: Pausing for undefinedms
[199.38] I: Pausing for undefinedms
[199.38] I: Pausing for undefinedms
[199.381] I: Pausing for undefinedms
[199.383] I: Pausing for undefinedms
[199.384] I: Pausing for undefinedms
[199.385] I: Pausing for undefinedms
[199.386] I: Pausing for undefinedms
[199.387] I: Pausing for undefinedms
[199.389] I: Pausing for undefinedms
[199.39] I: Pausing for undefinedms
[199.391] I: Pausing for undefinedms
[199.392] I: Pausing for undefinedms
[199.394] I: Pausing for undefinedms
[199.395] I: Pausing for undefinedms
[199.396] I: Pausing for undefinedms
[199.396] I: Pausing for undefinedms
[199.397] I: Pausing for undefinedms
[199.399] I: Pausing for undefinedms
[199.4] I: Pausing for undefinedms
[199.4] I: Pausing for undefinedms
[199.401] I: Pausing for undefinedms
[199.403] I: Pausing for undefinedms
[199.404] I: Pausing for undefinedms
[199.405] I: Pausing for undefinedms
[199.406] I: Pausing for undefinedms
[199.408] I: Pausing for undefinedms
[199.409] I: Pausing for undefinedms
[199.41] I: Pausing for undefinedms
[199.411] I: Pausing for undefinedms
[199.413] I: Pausing for undefinedms
[199.414] I: Pausing for undefinedms
[199.415] I: Pausing for undefinedms
[199.416] I: Pausing for undefinedms
[199.418] I: Pausing for undefinedms
[199.419] I: Pausing for undefinedms
[199.42] I: Pausing for undefinedms
[199.421] I: Pausing for undefinedms
[199.423] I: Pausing for undefinedms
[199.424] I: Pausing for undefinedms
[199.426] I: Pausing for undefinedms
[199.427] I: Pausing for undefinedms
[199.429] I: Pausing for undefinedms
[199.43] I: Pausing for undefinedms
[199.431] I: Pausing for undefinedms
[199.432] I: Pausing for undefinedms
[199.434] I: Pausing for undefinedms
[199.435] I: Pausing for undefinedms
[199.436] I: Pausing for undefinedms
[199.437] I: Pausing for undefinedms
[199.439] I: Pausing for undefinedms
[199.44] I: Pausing for undefinedms
[199.441] I: Pausing for undefinedms
[199.442] I: Pausing for undefinedms
[199.444] I: Pausing for undefinedms
[199.445] I: Pausing for undefinedms
[199.446] I: Pausing for undefinedms
[199.447] I: Pausing for undefinedms
[199.449] I: Pausing for undefinedms
[199.45] I: Pausing for undefinedms
[199.451] I: Pausing for undefinedms
[199.451] I: Pausing for undefinedms
[199.452] I: Pausing for undefinedms
[199.454] I: Pausing for undefinedms
[199.455] I: Pausing for undefinedms
[199.456] I: Pausing for undefinedms
[199.457] I: Pausing for undefinedms
[199.459] I: Pausing for undefinedms
[199.461] I: Pausing for undefinedms
[199.462] I: Pausing for undefinedms
[199.463] I: Pausing for undefinedms
[199.464] I: Pausing for undefinedms
[199.466] I: Pausing for undefinedms
[199.467] I: Pausing for undefinedms
[199.468] I: Pausing for undefinedms
[199.468] I: Pausing for undefinedms
[199.469] I: Pausing for undefinedms
[199.471] I: Pausing for undefinedms
[199.472] I: Pausing for undefinedms
[199.473] I: Pausing for undefinedms
[199.474] I: Pausing for undefinedms
[199.476] I: Pausing for undefinedms
[199.476] I: Pausing for undefinedms
[199.478] I: Pausing for undefinedms
[199.479] I: Pausing for undefinedms
[199.48] I: Pausing for undefinedms
[199.481] I: Pausing for undefinedms
[199.483] I: Pausing for undefinedms
[199.484] I: Pausing for undefinedms
[199.485] I: Pausing for undefinedms
[199.486] I: Pausing for undefinedms
[199.487] I: Pausing for undefinedms
[199.488] I: Pausing for undefinedms
[199.49] I: Pausing for undefinedms
[199.491] I: Pausing for undefinedms
[199.492] I: Pausing for undefinedms
[199.493] I: Pausing for undefinedms
[199.495] I: Pausing for undefinedms
[199.496] I: Pausing for undefinedms
[199.496] I: Pausing for undefinedms
[199.497] I: Pausing for undefinedms
[199.499] I: Pausing for undefinedms
[199.5] I: Pausing for undefinedms
[199.501] I: Pausing for undefinedms
[199.502] I: Pausing for undefinedms
[199.503] I: Pausing for undefinedms
[199.505] I: Pausing for undefinedms
[199.506] I: Pausing for undefinedms
[199.507] I: Pausing for undefinedms
[199.508] I: Pausing for undefinedms
[199.51] I: Pausing for undefinedms
[199.511] I: Pausing for undefinedms
[199.513] I: Pausing for undefinedms
[199.514] I: Pausing for undefinedms
[199.515] I: Pausing for undefinedms
[199.516] I: Pausing for undefinedms
[199.517] I: Pausing for undefinedms
[199.519] I: Pausing for undefinedms
[199.52] I: Pausing for undefinedms
[199.521] I: Pausing for undefinedms
[199.522] I: Pausing for undefinedms
[199.523] I: Pausing for undefinedms
[199.525] I: Pausing for undefinedms
[199.526] I: Pausing for undefinedms
[199.527] I: Pausing for undefinedms
[199.529] I: Pausing for undefinedms
[199.53] I: Pausing for undefinedms
[199.531] I: Pausing for undefinedms
[199.532] I: Pausing for undefinedms
[199.534] I: Pausing for undefinedms
[199.535] I: Pausing for undefinedms
[199.535] I: Pausing for undefinedms
[199.537] I: Pausing for undefinedms
[199.538] I: Pausing for undefinedms
